bauwerksnr,zustandsnote,zustandsklasse,geo_e,geo_n
6709596-1,2.2,befriedigend,377123.715,5459338.285
6709596-2,2.3,befriedigend,377115.92,5459310.333
6709598-1,2.0,befriedigend,377063.968,5459068.866
6709598-2,2.1,befriedigend,377063.968,5459068.866
6709599-1,2.0,befriedigend,377050.758,5458962.632
6709599-2,1.9,gut,377051.075,5458965.617
6709600-1,2.7,ausreichend,377366.895,5458183.178
6709600-2,2.9,ausreichend,377364.519,5458185.046
6709601-1,2.0,befriedigend,377671.24,5458034.1
6709601-2,2.9,ausreichend,377664.649,5458036.606
6709642-2,2.2,befriedigend,374015.803,5455123.548
6710500-1,2.5,ausreichend,379005.796,5456801.864
6710500-2,2.0,befriedigend,379005.796,5456801.864
6710501-1,1.8,gut,379128.444,5456757.001
6710501-2,2.2,befriedigend,379128.444,5456757.001
6710502-1,1.7,gut,379872.092,5456363.926
6710502-2,2.0,befriedigend,379872.092,5456363.926
6710506-A1,1.0,sehr gut,380544.353,5455940.582
6710506-A2,1.0,sehr gut,380544.353,5455940.582
6710506-A3,2.6,ausreichend,380538.917,5455930.629
6710508-0,1.9,gut,380954.694,5455717.737
6710529-A,2.4,befriedigend,380760.373,5455795.328
6710531-0,2.0,befriedigend,381606.383,5451363.019
6710542-0,1.0,sehr gut,381591.469,5453044.081
6710648-A1,1.8,gut,380593.333,5455768.8
6710648-A2,2.3,befriedigend,380593.333,5455768.8
6710648-A3,1.9,gut,380593.333,5455768.8
6710649-A1,2.4,befriedigend,380652.401,5455457.213
6710649-A2,2.4,befriedigend,380652.401,5455457.213
6710650-0,2.0,befriedigend,380636.678,5455180.863
6710651-0,2.7,ausreichend,380561.511,5454790.1
6710654-A1,2.3,befriedigend,380518.009,5454501.372
6710654-A2,2.2,befriedigend,380518.009,5454501.372
6710655-A1,3.0,nicht ausreichend,380562.988,5454278.841
6710655-A2,2.5,ausreichend,380562.988,5454278.841
6710656-1,2.9,ausreichend,381193.742,5453915.18
6710656-2,2.8,ausreichend,381193.742,5453915.18
6710657-0,2.5,ausreichend,381791.281,5454361.1
6710658-0,2.6,ausreichend,382350.458,5454899.678
6710659-0,2.7,ausreichend,383109.888,5455016.951
6710660-A,2.5,ausreichend,383385.857,5454922.983
6710661-1,2.1,befriedigend,383829.449,5454633.979
6710661-2,2.0,befriedigend,383829.449,5454633.979
6710663-0,2.4,befriedigend,385342.78,5454221.674
6710664-A,2.5,ausreichend,385707.813,5454082.238
6710665-A1,2.2,befriedigend,386155.435,5453663.256
6710665-A2,2.0,befriedigend,386155.435,5453663.256
6710666-0,2.6,ausreichend,386437.867,5453256.309
6710667-A1,2.0,befriedigend,386971.573,5452879.447
6710667-A2,2.0,befriedigend,386971.573,5452879.447
6710668-A1,2.0,befriedigend,388561.97,5452979.71
6710668-A2,1.8,gut,388561.97,5452979.71
6710669-A,2.0,befriedigend,389424.609,5453008.708
6710683-0,2.2,befriedigend,380461.983,5455940.099
6710684-0,2.4,befriedigend,390356.821,5452563.593
6710707-0,1.8,gut,381209.098,5453875.309
6711200-0,1.8,gut,398504.886,5451942.364
6711201-0,2.0,befriedigend,398645.964,5451884.069
6711202-0,1.7,gut,398839.203,5451886.724
6711513-0,1.8,gut,398524.89,5457065.192
6711514-0,2.1,befriedigend,398445.27,5456602.143
6711515-0,1.2,sehr gut,398409.459,5456360.332
6711523-0,1.8,gut,394191.692,5453160.413
6711550-0,2.0,befriedigend,400843.68,5451472.323
6711552-0,2.0,befriedigend,401241.129,5451890.118
6711554-0,2.2,befriedigend,401373.766,5452034.91
6711560-0,2.0,befriedigend,401458.978,5452124.502
6711563-0,2.2,befriedigend,393952.358,5452988.568
6711579-0,2.2,befriedigend,397891.481,5452527.29
6711605-0,1.1,sehr gut,400692.894,5459653.308
6711606-0,2.1,befriedigend,400719.809,5459663.895
6711607-0,2.8,ausreichend,401053.856,5459677.119
6711608-0,1.9,gut,401457.222,5460063.608
6711609-0,2.2,befriedigend,401644.943,5460241.23
6711610-0,2.3,befriedigend,401901.686,5460412.845
6711611-0,2.2,befriedigend,402639.905,5461172.251
6711631-A,3.5,ungenŸgend,398539.535,5457143.768
6711631-B,2.9,ausreichend,398540.795,5457166.758
6711645-A1,1.2,sehr gut,399776.496,5451415.074
6711645-A2,1.0,sehr gut,399768.572,5451404.526
6711645-A3,1.6,gut,399741.76,5451411.238
6711672-1,2.2,befriedigend,399200.767,5460069.776
6711672-2,2.2,befriedigend,399200.767,5460069.776
6711673-0,2.5,ausreichend,397771.453,5458033.946
6711674-0,2.5,ausreichend,398261.301,5458097.637
6711675-0,2.0,befriedigend,397658.142,5457440.442
6711676-1,2.0,befriedigend,397748.799,5457235.094
6711676-2,2.2,befriedigend,397748.799,5457235.094
6711677-0,2.3,befriedigend,397276.739,5456348.422
6711678-0,2.4,befriedigend,395537.667,5455458.612
6711679-A1,2.2,befriedigend,395148.673,5454839.961
6711680-1,2.3,befriedigend,395001.247,5454152.522
6711680-2,2.0,befriedigend,395001.247,5454152.522
6711681-0,2.3,befriedigend,394619.406,5453743.769
6711683-A,1.8,gut,391021.945,5452283.108
6711684-A1,2.5,ausreichend,391567.866,5452243.324
6711684-A2,2.7,ausreichend,391567.866,5452243.324
6711685-1,2.5,ausreichend,392520.467,5452425.736
6711685-2,2.5,ausreichend,392520.467,5452425.736
6711687-0,2.3,befriedigend,396234.244,5455795.439
6711688-A,2.5,ausreichend,394128.395,5452944.901
6711689-A,2.5,ausreichend,394305.154,5453103.84
6711690-1,2.5,ausreichend,399584.508,5460980.458
6711690-2,1.8,gut,399584.508,5460980.458
6711700-0,1.8,gut,402463.672,5452098.622
6711713-0,2.0,befriedigend,395685.828,5454326.851
6711714-0,2.1,befriedigend,395819.599,5454322.398
6711717-0,1.8,gut,397251.338,5453856.801
6711718-0,1.7,gut,397328.834,5453797.872
6711723-0,1.8,gut,397883.114,5452555.863
6711724-1,1.1,sehr gut,397951.048,5452320.367
6711724-2,1.3,sehr gut,397951.048,5452320.367
6712500-0,2.0,befriedigend,408859.013,5450503.435
6712502-0,2.5,ausreichend,409221.347,5450490.282
6712532-0,1.9,gut,403152.136,5451681.358
6712534-0,1.8,gut,404689.717,5451717.539
6712539-1,1.6,gut,404831.34,5451710.165
6712539-3,1.0,sehr gut,404624.144,5451764.031
6712541-1,2.4,befriedigend,405048.069,5450597.77
6712541-2,1.0,sehr gut,405048.069,5450597.77
6712542-0,2.3,befriedigend,404965.101,5451064.669
6712543-A,1.7,gut,408460.609,5450485.293
6712543-B,1.7,gut,408460.609,5450485.293
6712547-0,1.0,sehr gut,408502.178,5450508.097
6713200-0,2.0,befriedigend,415392.577,5450378.99
6713502-0,2.2,befriedigend,415285.312,5450362.162
6713513-A,2.0,befriedigend,423564.017,5450579.282
6713513-B,2.0,befriedigend,423561.98,5450598.203
6713514-0,2.3,befriedigend,423574.451,5450499.041
6713520-0,2.1,befriedigend,419815.445,5454926.199
6713521-0,2.0,befriedigend,419491.717,5456970.507
6713539-0,1.1,sehr gut,421031.98,5453217.56
6713556-0,2.5,ausreichend,416630.155,5450601.205
6713557-A,2.5,ausreichend,417336.967,5450748.106
6713558-0,2.4,befriedigend,418429.205,5450967.407
6713559-0,2.2,befriedigend,418938.298,5451450.102
6713560-0,2.4,befriedigend,419017.959,5451622.605
6713584-A,1.7,gut,423540.533,5450678.409
6713585-0,2.3,befriedigend,423452.734,5450600.91
6713590-0,1.8,gut,420664.584,5452982.581
6713592-0,1.0,sehr gut,420691.439,5452986.472
6713593-0,1.0,sehr gut,420820.017,5452955.742
6713594-0,1.9,gut,420956.599,5452944.193
6713595-0,1.0,sehr gut,420967.5,5452977.172
6713602-A,1.1,sehr gut,421780.663,5452474.559
6713603-1,1.1,sehr gut,422039.087,5452353.456
6713605-A,1.8,gut,422359.289,5451943.951
6713606-0,2.5,ausreichend,416906.783,5450678.089
6713621-A,2.3,befriedigend,423646.361,5450711.62
6713623-A,2.2,befriedigend,424596.502,5451271.431
6713625-A,2.5,ausreichend,425693.262,5451745.266
6713626-0,1.7,gut,425919.677,5451934.483
6713628-A,2.2,befriedigend,426166.923,5452073.96
6713629-A,1.0,sehr gut,426228.109,5452100.79
6713630-A,2.7,ausreichend,426816.106,5452197.799
6713631-0,2.7,ausreichend,427049.038,5452218.765
6713633-A,1.9,gut,421387.731,5452724.984
6714547-0,2.3,befriedigend,430206.144,5450954.593
6714548-0,2.5,ausreichend,430767.378,5450788.766
6714549-0,2.4,befriedigend,431385.979,5450694.841
6714550-0,2.4,befriedigend,432621.029,5450733.92
6714551-0,2.5,ausreichend,433066.704,5450696.347
6714552-A,3.7,ungenŸgend,433366.728,5450686.763
6714554-0,2.4,befriedigend,433542.675,5450719.358
6714555-0,2.5,ausreichend,433989.977,5450989.513
6714556-0,1.2,sehr gut,434304.625,5451204.644
6714557-0,1.3,sehr gut,435087.501,5451404.351
6714558-0,1.9,gut,435560.149,5451485.327
6714559-0,2.3,befriedigend,433763.947,5450820.269
6714560-1,2.7,ausreichend,437959.862,5450054.289
6714560-2,2.9,ausreichend,437959.862,5450054.289
6714561-0,1.6,gut,437935.288,5450369.033
6714562-1,1.8,gut,437847.342,5451087.512
6714562-2,1.7,gut,437847.342,5451087.512
6714563-1,2.0,befriedigend,437659.12,5451395.69
6714563-2,1.7,gut,437659.12,5451395.69
6714569-0,2.1,befriedigend,427535.588,5452158.836
6714574-0,2.5,ausreichend,428274.294,5451997.281
6714575-0,2.3,befriedigend,428808.241,5451811.523
6714576-0,2.3,befriedigend,429118.71,5451619.853
6714577-0,2.7,ausreichend,429999.171,5451069.325
6714578-0,2.3,befriedigend,438383.525,5459447.745
6714579-0,2.5,ausreichend,438376.114,5459712.881
6714580-0,2.2,befriedigend,438344.444,5460694.124
6714594-0,1.0,sehr gut,438324.696,5459684.874
6714599-0,1.8,gut,435965.391,5451543.556
6714600-0,2.5,ausreichend,436578.803,5451785.075
6714601-0,2.3,befriedigend,437000.877,5451883.603
6714602-B1,2.1,befriedigend,437487.682,5451949.912
6714602-B2,1.8,gut,437487.682,5451949.912
6714604-1,2.2,befriedigend,437562.421,5452226.247
6714604-2,2.0,befriedigend,437562.421,5452226.247
6714608-A,1.9,gut,437826.512,5452631.546
6714609-0,2.5,ausreichend,437936.231,5452857.585
6714610-0,1.8,gut,438329.062,5452840.483
6714611-1,2.1,befriedigend,437991.312,5453110.872
6714611-2,2.2,befriedigend,437991.312,5453110.872
6714611-3,2.0,befriedigend,438032.683,5453145.921
6714612-0,2.3,befriedigend,438021.299,5453594.01
6714613-0,1.8,gut,438031.972,5454007.694
6714614-0,1.5,gut,438036.936,5454200.082
6714615-0,2.0,befriedigend,438042.981,5454412.391
6714616-1,1.9,gut,438129.736,5455808.895
6714616-2,1.9,gut,438129.736,5455808.895
6714617-0,1.9,gut,438180.667,5456241.667
6714618-0,2.3,befriedigend,438279.217,5457108.596
6714619-1,1.8,gut,438333.316,5457568.087
6714619-2,1.6,gut,438333.316,5457568.087
6714619-3,2.0,befriedigend,438333.316,5457568.087
6714619-4,2.2,befriedigend,438333.316,5457568.087
6714620-0,2.1,befriedigend,438398.799,5458553.625
6715542-2,2.3,befriedigend,451390.761,5455055.88
6715543-0,2.3,befriedigend,451360.308,5455399.998
6715556-0,1.6,gut,451116.307,5457140.159
6715557-0,2.2,befriedigend,450782.6,5457034.958
6715560-0,2.3,befriedigend,447930.795,5455947.277
6715561-0,2.1,befriedigend,449282.977,5456245.767
6715563-0,1.8,gut,445120.809,5455432.355
6715564-0,1.0,sehr gut,446109.263,5455666.872
6716510-1,2.3,befriedigend,456568.871,5452696.652
6716510-2,2.4,befriedigend,456569.786,5452696.246
6716511-0,2.1,befriedigend,458094.859,5451481.299
6716512-0,2.5,ausreichend,459118.231,5450495.719
6716513-0,2.5,ausreichend,459664.884,5449981.778
6716514-C,2.9,ausreichend,455494.059,5452919.404
6716515-1,2.2,befriedigend,456137.443,5452825.759
6716515-2,2.0,befriedigend,456138.347,5452825.57
6716519-1,2.1,befriedigend,463598.819,5455289.757
6716524-0,2.2,befriedigend,463426.059,5452338.592
6716756-0,2.1,befriedigend,452721.948,5450559.272
6716764-1,3.0,nicht ausreichend,453415.887,5453609.923
6716764-2,2.4,befriedigend,453393.607,5453619.197
6716765-1,2.2,befriedigend,453819.267,5453361.987
6716765-2,1.2,sehr gut,453819.267,5453361.987
6716766-1,1.8,gut,454306.162,5453087.68
6716766-2,2.0,befriedigend,454306.162,5453087.68
6716767-1,2.0,befriedigend,454622.298,5453036.091
6716767-2,2.0,befriedigend,454649.719,5453032.88
6716768-A,2.4,befriedigend,455093.872,5452973.95
6716768-B,2.4,befriedigend,455292.6,5452946.032
6716777-A,2.4,befriedigend,453243.589,5453245.504
6716778-0,2.3,befriedigend,453087.935,5452292.638
6716779-A1,2.0,befriedigend,452875.257,5451573.753
6716779-A2,1.8,gut,452875.257,5451573.753
6716779-A3,1.8,gut,452875.257,5451573.753
6716779-A4,2.2,befriedigend,452875.257,5451573.753
6716780-0,2.1,befriedigend,452842.084,5451487.247
6716781-0,2.5,ausreichend,452570.531,5450777.507
6716782-1,2.2,befriedigend,452164.778,5450212.283
6716782-2,2.1,befriedigend,452164.778,5450212.283
6716785-1,2.0,befriedigend,453056.905,5453737.069
6716785-2,1.8,gut,453065.418,5453729.992
6716786-0,1.7,gut,452625.343,5453899.241
6716787-0,1.7,gut,452171.804,5453929.107
6716788-1,2.2,befriedigend,451833.157,5454026.811
6716788-2,2.2,befriedigend,451833.157,5454026.811
6716788-4,1.7,gut,451833.157,5454026.811
6716789-0,2.2,befriedigend,451430.726,5454649.856
6716790-0,1.8,gut,452599.117,5453789.163
6716792-0,2.2,befriedigend,456202.425,5460864.495
6716794-0,2.5,ausreichend,454100.362,5459564.651
6716796-0,1.7,gut,451513.2,5456766.309
6716797-0,2.4,befriedigend,451737.852,5457328.853
6716798-0,2.4,befriedigend,451818.939,5457493.725
6716799-0,2.2,befriedigend,451934.275,5457714.924
6716800-0,2.5,ausreichend,452131.077,5458078.758
6716801-0,2.0,befriedigend,453198.241,5452192.807
6717501-0,2.2,befriedigend,472702.828,5460144.528
6717502-1,2.5,ausreichend,472390.377,5458754.961
6717502-2,3.0,nicht ausreichend,472390.377,5458754.961
6717503-1,2.2,befriedigend,472200.788,5458273.739
6717503-2,2.1,befriedigend,472200.788,5458273.739
6717504-1,2.2,befriedigend,471647.957,5457206
6717504-2,2.0,befriedigend,471647.957,5457206
6717504-3,2.2,befriedigend,471647.957,5457206
6717504-4,2.2,befriedigend,471647.957,5457206
6717505-1,2.8,ausreichend,471558.549,5457043.613
6717505-2,2.8,ausreichend,471558.549,5457043.613
6717505-3,2.0,befriedigend,471558.549,5457043.613
6717505-4,1.7,gut,471558.549,5457043.613
6717506-1,2.5,ausreichend,471276.76,5456533.204
6717506-2,2.3,befriedigend,471276.76,5456533.204
6717506-3,2.3,befriedigend,471276.76,5456533.204
6717506-4,3.0,nicht ausreichend,471276.76,5456533.204
6717510-1,2.1,befriedigend,470572.407,5450375.702
6717510-2,2.1,befriedigend,470572.407,5450375.702
6717512-0,2.8,ausreichend,470599.31,5460533.801
6717513-0,2.2,befriedigend,471036.51,5459953.11
6717514-1,1.1,sehr gut,471756.924,5459226.755
6717514-2,2.0,befriedigend,471756.924,5459226.755
6717515-0,2.0,befriedigend,472906.283,5458447.237
6717517-1,2.2,befriedigend,475157.398,5457723.84
6717517-2,1.8,gut,475157.398,5457723.84
6717527-0,2.5,ausreichend,474445.793,5450730.739
6717529-0,2.2,befriedigend,474750.606,5452232.279
6717564-0,2.3,befriedigend,470922.587,5454902.23
6717565-0,3.4,nicht ausreichend,471103.391,5452755.129
6717566-0,2.2,befriedigend,470792.892,5450879.385
6717567-0,2.0,befriedigend,470419.253,5450024.458
6717582-0,2.1,befriedigend,474765.857,5450630.678
6717583-0,2.0,befriedigend,465906.246,5459934.887
6717585-0,2.0,befriedigend,465543.837,5459141.872
6717586-0,1.0,sehr gut,465404.742,5458933.648
6717587-0,2.0,befriedigend,465096.485,5458468.885
6717588-0,2.1,befriedigend,463883.521,5456053.867
6717589-0,2.1,befriedigend,463602.206,5451377.462
6717590-0,1.8,gut,463707.081,5450889.258
6717603-0,2.0,befriedigend,471102.707,5452763.072
6717620-0,2.0,befriedigend,464847.608,5458042.34
6717630-1,1.8,gut,474755.094,5457768.515
6717630-2,1.2,sehr gut,474755.094,5457768.515
6717655-0,1.6,gut,464120.017,5450047.936
6718501-1,1.8,gut,475750.519,5457736.171
6718501-2,2.2,befriedigend,475750.519,5457736.171
6718502-1,2.0,befriedigend,476094.568,5457785.016
6718502-2,2.0,befriedigend,476085.756,5457782.99
6718503-0,3.0,nicht ausreichend,477020.724,5458019.744
6718504-1,2.0,befriedigend,477731.853,5458146.078
6718504-2,2.0,befriedigend,477731.853,5458146.078
6718505-1,2.5,ausreichend,478326.771,5458274.292
6718505-2,2.0,befriedigend,478326.771,5458274.292
6718507-1,2.0,befriedigend,479937.294,5458610.604
6718507-2,2.0,befriedigend,479937.294,5458610.604
6718508-0,2.0,befriedigend,480425.475,5458323.064
6718509-1,2.5,ausreichend,481468.155,5458037.606
6718509-2,2.0,befriedigend,481458.184,5458036.968
6718510-0,2.5,ausreichend,482433.324,5458110.808
6718511-0,2.0,befriedigend,482921.628,5457891.665
6718512-0,2.0,befriedigend,483380.692,5457619.892
6718513-0,3.4,nicht ausreichend,483735.587,5457436.235
6718514-0,2.0,befriedigend,484346.239,5457207.999
6718515-0,2.0,befriedigend,484622.296,5457138.147
6718516-0,2.2,befriedigend,485097.895,5457000.571
6718517-1,2.7,ausreichend,485879.379,5456555.498
6718517-2,2.7,ausreichend,485879.379,5456555.498
6718518-0,2.7,ausreichend,486268.999,5456380.193
6718519-0,2.9,ausreichend,487356.303,5456113.814
6718520-0,1.0,sehr gut,479098.105,5451890.481
6718522-0,1.8,gut,483365.679,5453956.566
6718523-0,2.2,befriedigend,487470.083,5458853.606
6718524-0,2.2,befriedigend,487427.696,5458881.799
6718591-0,3.0,nicht ausreichend,476013.975,5459867.954
6718592-0,2.5,ausreichend,477869.912,5457493.451
6718593-0,1.7,gut,478127.372,5456916.131
6718594-0,1.9,gut,478467.509,5456555.626
6718595-0,1.9,gut,478637.941,5456394.55
6718596-0,2.3,befriedigend,478775.01,5456232.329
6718597-0,2.3,befriedigend,478901.886,5455991.302
6718598-0,1.9,gut,478933.578,5455571.7
6718599-0,2.0,befriedigend,477991.768,5457151.666
6718601-0,2.4,befriedigend,475938.612,5459547.043
6718613-0,2.1,befriedigend,475738.598,5457859.167
6718626-0,2.1,befriedigend,475768.571,5458697.25
6718654-0,1.0,sehr gut,478919.547,5455324.623
6718655-0,1.0,sehr gut,478902.685,5454879.334
6718658-0,2.0,befriedigend,479904.684,5453998.694
6719501-0,2.4,befriedigend,489353.238,5455117.372
6719502-1,1.8,gut,489597.312,5455101.028
6719502-2,1.8,gut,489592.997,5455103.422
6719503-0,1.0,sehr gut,490177.604,5454792.007
6719504-0,2.4,befriedigend,490485.154,5454673.609
6719507-0,1.9,gut,492193.641,5454050.313
6719508-1,2.3,befriedigend,492296.01,5453977.447
6719508-2,1.8,gut,492296.01,5453977.447
6719509-0,2.7,ausreichend,492901.23,5453365.451
6719510-1,2.0,befriedigend,493056.314,5453201.701
6719510-2,1.7,gut,493031.359,5453190.116
6719513-1,2.2,befriedigend,494138.595,5452719.545
6719513-2,1.7,gut,494109.915,5452677.519
6719514-0,1.2,sehr gut,495670.554,5452635.903
6719515-1,2.7,ausreichend,497328.436,5452171.949
6719515-2,2.3,befriedigend,497328.436,5452171.949
6719523-0,2.1,befriedigend,494086.517,5459890.882
6719524-0,2.0,befriedigend,494295.802,5460230.689
6719525-0,2.2,befriedigend,494407.744,5460489.989
6719526-0,2.5,ausreichend,494558.344,5460694.017
6719527-0,2.9,ausreichend,488506.859,5457556.339
6719533-A,2.3,befriedigend,493068.607,5455088.493
6719533-B,2.0,befriedigend,493064.126,5455077.496
6719533-C,2.1,befriedigend,493061.258,5455072.234
6719534-0,2.4,befriedigend,493440.129,5454033.719
6719536-0,2.0,befriedigend,493861.985,5453269.28
6719561-1,1.7,gut,489914.087,5455736.138
6719561-2,2.0,befriedigend,489913.776,5455735.187
6719563-0,2.3,befriedigend,490019.488,5455986.513
6719564-0,2.3,befriedigend,490070.712,5456071.24
6719565-0,2.3,befriedigend,490538.234,5456517.365
6719566-0,1.9,gut,490890.307,5456642.096
6719567-0,2.9,ausreichend,491364.34,5456669.573
6719568-0,2.3,befriedigend,491875.667,5457060.133
6719569-0,1.1,sehr gut,489960.899,5456004.957
6719586-0,1.0,sehr gut,491437.358,5455499.113
6719588-0,1.6,gut,492990.711,5455458.038
6719590-0,1.6,gut,488771.244,5454860.539
6719595-1,2.0,befriedigend,489682.825,5455239.059
6719595-2,2.1,befriedigend,489688.391,5455249.824
6719596-0,2.0,befriedigend,489483.538,5455250.325
6719597-0,1.0,sehr gut,489514.543,5455236.179
6719610-0,1.7,gut,490968.306,5454556.324
6719611-0,1.7,gut,491840.818,5454265.707
6719615-0,2.2,befriedigend,494016.656,5452683.589
6719616-0,2.1,befriedigend,494017.576,5452727.699
6719678-1,1.5,gut,498432.19,5452046.537
6719678-2,1.5,gut,498432.19,5452046.537
6719679-1,1.1,sehr gut,499345.795,5451815.578
6719679-2,1.5,gut,499345.795,5451815.578
6720501-0,1.3,sehr gut,500255.68,5451578.225
6720503-1,1.0,sehr gut,503331.134,5451275.424
6720503-2,1.0,sehr gut,503331.134,5451275.424
6720503-3,1.0,sehr gut,503331.134,5451275.424
6720503-4,1.1,sehr gut,503331.134,5451275.424
6720504-1,1.5,gut,504115.197,5451359.333
6720504-2,2.0,befriedigend,504115.197,5451359.333
6720504-3,1.2,sehr gut,504115.197,5451359.333
6720504-4,1.6,gut,504115.197,5451359.333
6720505-1,1.0,sehr gut,504895.775,5451174.398
6720505-2,1.0,sehr gut,504895.775,5451174.398
6720505-3,1.5,gut,504895.775,5451174.398
6720505-4,1.2,sehr gut,504893.731,5451169.322
6720506-1,1.0,sehr gut,505420.508,5450859.414
6720506-2,1.7,gut,505421.311,5450858.823
6720507-0,2.8,ausreichend,505458.416,5450823.855
6720508-1,2.9,ausreichend,506035.7,5450184.801
6720508-2,2.9,ausreichend,506035.7,5450184.801
6720509-1,3.0,nicht ausreichend,506632.248,5449632.968
6720509-2,2.5,ausreichend,506632.248,5449632.968
6720510-0,2.2,befriedigend,511430.687,5458666.586
6720511-0,2.9,ausreichend,511211.32,5459297.012
6720620-1,1.5,gut,501202.262,5451335.447
6720620-2,1.5,gut,501202.262,5451335.447
6721501-1,1.9,gut,516979.19,5449666.224
6721501-2,2.0,befriedigend,516979.19,5449666.224
6721502-0,2.4,befriedigend,516957.051,5450122.063
6721505-1,2.5,ausreichend,516143.976,5450995.618
6721512-0,3.0,nicht ausreichend,514110.288,5453622.877
6721513-0,3.2,nicht ausreichend,513957.44,5453741.299
6721514-0,2.5,ausreichend,513831.804,5453742.758
6721515-0,3.0,nicht ausreichend,513279.177,5453689.312
6721574-0,2.5,ausreichend,515659.442,5451430.139
6721575-1,2.3,befriedigend,515410.391,5451796.941
6721575-2,2.4,befriedigend,515410.391,5451796.941
6721576-1,3.0,nicht ausreichend,515203.327,5452359.613
6721576-2,2.7,ausreichend,515203.327,5452359.613
6721577-0,3.0,nicht ausreichend,515146.521,5452569.312
6721578-0,2.9,ausreichend,515033.269,5452850.098
6721579-0,3.0,nicht ausreichend,514835.83,5453099.552
6721581-0,2.8,ausreichend,514549.601,5453306.691
6721583-0,2.0,befriedigend,514353.824,5453433.723
6722501-1,3.3,nicht ausreichend,525349.943,5454236.97
6722501-2,3.5,ungenŸgend,525349.943,5454236.97
6722502-1,2.9,ausreichend,525376.385,5453824.023
6722502-2,3.0,nicht ausreichend,525373.329,5453852.853
6722503-0,2.9,ausreichend,525479.203,5453312.961
6722504-1,3.0,nicht ausreichend,525553.929,5452811.599
6722504-2,3.0,nicht ausreichend,525553.929,5452811.599
6722505-0,2.8,ausreichend,525392.135,5451796.722
6722506-0,2.5,ausreichend,525078.453,5450952.042
6722507-1,3.0,nicht ausreichend,525043.037,5450537.61
6722507-2,2.8,ausreichend,525043.037,5450537.61
6722508-0,2.3,befriedigend,525300.674,5449788.491
6722584-0,2.3,befriedigend,527554.299,5460622.27
6722585-0,1.6,gut,526426.014,5459397.546
6722586-0,1.7,gut,525933.025,5458881.846
6722587-0,1.8,gut,525594.515,5457427.353
6722588-0,2.3,befriedigend,525669.944,5455875.447
6722589-0,2.0,befriedigend,525444.622,5454978.289
6722592-0,2.5,ausreichend,533920.775,5449990.909
6722593-0,2.5,ausreichend,534537.195,5450289.84
6722594-1,3.0,nicht ausreichend,535242.481,5450490.394
6722594-2,2.4,befriedigend,535254.027,5450493.748
6722595-1,3.0,nicht ausreichend,535716.005,5450683.739
6722595-2,3.0,nicht ausreichend,535716.005,5450683.739
6722616-0,2.3,befriedigend,534591.465,5450307.578
6723554-0,2.9,ausreichend,536687.982,5451079.786
6723555-1,2.8,ausreichend,537218.295,5451161.95
6723555-2,2.8,ausreichend,537218.295,5451161.95
6723556-0,3.0,nicht ausreichend,538140.313,5451090.101
6723557-1,3.0,nicht ausreichend,539470.307,5451212.541
6723557-2,3.0,nicht ausreichend,539470.307,5451212.541
6723558-0,3.0,nicht ausreichend,541108.603,5451771.294
6723559-0,2.5,ausreichend,541876.998,5451738.989
6723560-1,3.0,nicht ausreichend,542823.6,5451577.615
6723560-2,2.5,ausreichend,542823.6,5451577.615
6723561-0,2.5,ausreichend,544011.1,5451469.079
6723562-0,3.0,nicht ausreichend,544350.013,5451395.131
6723563-0,2.7,ausreichend,545069.65,5451156.986
6723564-0,3.0,nicht ausreichend,546289.754,5450648.495
6723565-0,3.0,nicht ausreichend,547800.894,5450413.891
6723568-0,2.3,befriedigend,548255.938,5450413.543
6724503-0,2.2,befriedigend,549805.719,5458616.45
6724505-A,2.0,befriedigend,550254.562,5458919.599
6724505-B,2.0,befriedigend,550276.879,5458945.033
6724511-0,2.9,ausreichend,549806.261,5459283.241
6724514-0,3.2,nicht ausreichend,549511.248,5453296.115
6724515-0,3.0,nicht ausreichend,549552.64,5453385.58
6724592-0,2.8,ausreichend,548776.145,5450387.27
6724593-0,2.3,befriedigend,549431.763,5450257.536
6724594-1,2.4,befriedigend,550016.367,5450042.812
6724594-2,2.5,ausreichend,550028.484,5450038.18
6724595-0,2.3,befriedigend,550413.205,5449869.553
6724596-0,2.4,befriedigend,550459.751,5449848.981
6724600-0,2.2,befriedigend,549364.93,5452265.432
6724602-0,2.3,befriedigend,549821.617,5450446.35
6724603-0,2.3,befriedigend,549512.009,5459735.721
6724617-0,2.8,ausreichend,550133.89,5458914.85
6724619-0,2.4,befriedigend,549569.46,5450212.177
6724630-0,1.8,gut,549267.785,5456040.713
6724631-0,1.9,gut,549235.545,5456502.65
6724632-0,1.8,gut,548932.783,5457159.323
6725583-0,2.7,ausreichend,570652.924,5460828.688
6725585-0,2.0,befriedigend,570966.576,5460905.585
6726501-0,2.8,ausreichend,574179.5,5456585.331
6726506-0,1.8,gut,576482.54,5453252.84
6726510-0,1.3,sehr gut,577365.958,5451405.657
6726511-0,2.5,ausreichend,577549.825,5451200.156
6726960-0,3.0,nicht ausreichend,583247.168,5451002.211
6726961-0,2.7,ausreichend,582576.705,5450546.873
6727650-0,2.8,ausreichend,596761.579,5454782.524
6727651-1,2.3,befriedigend,596534.599,5454673.486
6727651-2,2.3,befriedigend,596534.599,5454673.486
6727652-0,2.3,befriedigend,595339.081,5454006.992
6727653-0,2.4,befriedigend,595240.15,5453958.94
6727654-0,2.4,befriedigend,594424.979,5453690.076
