bauwerksnr,zustandsnote,zustandsklasse,geo_e,geo_n
4017629-4,2.9,ausreichend,468184.625,5754391.586
4017750-0,1.9,gut,467836.648,5754819.992
4017751-0,1.3,sehr gut,466848.88,5754947.55
4017752-0,2.0,befriedigend,466580.766,5755077.869
4017753-0,2.0,befriedigend,466104.065,5755700.436
4017754-0,2.2,befriedigend,466032.864,5755909.286
4017755-2,1.8,gut,466013.225,5755970.099
4017755-3,2.0,befriedigend,466013.225,5755970.099
4017756-0,1.1,sehr gut,465932.541,5756220.009
4017757-0,2.0,befriedigend,465924.86,5756243.761
4017758-0,1.0,sehr gut,465792.266,5756654.238
4017759-0,2.0,befriedigend,465769.671,5756723.54
4017760-0,1.1,sehr gut,465614.918,5757116.16
4018518-0,2.1,befriedigend,481383.762,5758151.792
4018527-0,2.0,befriedigend,482806.075,5758652.729
4018529-0,1.0,sehr gut,483556.287,5759273.289
4018534-0,2.2,befriedigend,485535.051,5759997.386
4018535-0,1.6,gut,485465.822,5759980.353
4018536-0,2.6,ausreichend,485845.451,5759490.451
4018540-0,2.0,befriedigend,486251.224,5760338.211
4018541-0,2.1,befriedigend,486383.565,5759512.345
4018542-0,2.0,befriedigend,486086.678,5759332.356
4018543-0,2.0,befriedigend,486066.087,5759320.338
4018557-0,1.7,gut,483356.803,5758943.567
4019512-0,1.1,sehr gut,494001.45,5751542.214
4019525-1,2.8,ausreichend,492840.827,5757580.238
4019525-2,2.0,befriedigend,492840.908,5757588.154
4019530-1,2.7,ausreichend,491818.021,5759902.099
4019532-0,2.0,befriedigend,494536.263,5753925.288
4019533-0,2.2,befriedigend,493939.02,5754842.267
4019548-2,2.1,befriedigend,491120.26,5756030.238
4019549-0,2.8,ausreichend,490648.286,5756321.841
4019550-0,1.0,sehr gut,490421.828,5756280.662
4019553-0,2.5,ausreichend,492477.03,5755565.278
4019557-0,1.0,sehr gut,491849.554,5760118.304
4019558-0,1.0,sehr gut,491923.898,5760566.437
4019560-0,2.0,befriedigend,491958.91,5760827.601
4019562-0,1.0,sehr gut,492499.454,5760452.571
4019563-0,1.7,gut,492724.905,5760500.626
4019564-0,1.3,sehr gut,493001.22,5760600.275
4019565-0,1.0,sehr gut,493215.427,5760664.383
4019566-0,1.6,gut,493556.041,5760719.083
4019567-0,1.2,sehr gut,494106.255,5760714.753
4019568-0,1.0,sehr gut,494464.362,5760758.394
4019572-0,2.1,befriedigend,491817.448,5759890.825
4020515-1,1.1,sehr gut,504085.594,5753472.253
4020515-2,1.3,sehr gut,504087.483,5753474.566
4020524-0,2.1,befriedigend,506355.301,5760563.939
4020528-1,1.8,gut,509295.018,5758685.072
4020528-2,1.9,gut,509295.018,5758685.072
4020529-0,1.9,gut,509355.253,5759700.388
4020530-0,2.0,befriedigend,505323.075,5753863.485
4020535-0,1.9,gut,505705.22,5754167.145
4020542-0,1.2,sehr gut,505940.555,5750705.627
4020543-0,2.2,befriedigend,505834.32,5751068.155
4020544-0,2.0,befriedigend,505913.841,5752613.8
4020545-A,2.0,befriedigend,505970.564,5753069.147
4020545-B,1.0,sehr gut,505970.564,5753069.147
4020546-0,2.3,befriedigend,505955.321,5753525.926
4020560-0,1.7,gut,500720.549,5750038.448
4020561-0,1.8,gut,500574.15,5750543.798
4020562-0,2.2,befriedigend,500549.526,5751102.681
4020563-2,2.0,befriedigend,500804.761,5751381.642
4022001-0,2.0,befriedigend,531412.399,5759304.683
4022501-0,2.1,befriedigend,532879.683,5753163.488
4022502-0,1.0,sehr gut,534052.603,5753239.557
4022510-0,2.3,befriedigend,532258.324,5759528.861
4022512-2,2.5,ausreichend,532328.345,5759549.219
4022513-0,2.8,ausreichend,532843.021,5759452.979
4022519-0,2.5,ausreichend,530783.13,5751998.532
4022520-0,2.3,befriedigend,533675.446,5759397.512
4022521-0,2.5,ausreichend,533864.278,5759539.514
4022522-0,2.5,ausreichend,534066.607,5759616.597
4023502-0,2.4,befriedigend,534491.99,5753593.568
4023504-0,1.5,gut,543578.023,5753472.216
4023505-A,2.1,befriedigend,544030.862,5753053.766
4023506-0,2.0,befriedigend,543504.951,5754385.174
4023510-0,2.3,befriedigend,542161.771,5756040.026
4023519-0,2.2,befriedigend,540642.039,5758068.171
4023520-0,2.2,befriedigend,534992.119,5759107.246
4023523-0,2.2,befriedigend,538747.361,5760220.857
4023524-0,3.0,nicht ausreichend,545195.208,5760278.303
4023529-A,2.3,befriedigend,535376.27,5759514.692
4023529-B,2.3,befriedigend,535690.423,5759377.317
4023529-B1,1.9,gut,535775.734,5759345.773
4023529-C,2.5,ausreichend,535982.292,5759295.434
4023529-D2,1.9,gut,536247.679,5759290.066
4023532-0,2.2,befriedigend,534589.219,5759668.132
4023533-0,2.7,ausreichend,534940.043,5759646.127
4023534-0,2.0,befriedigend,541483.303,5756861.88
4023535-0,1.7,gut,541215.97,5757428.828
4023536-0,2.7,ausreichend,545248.634,5760438.138
4023537-0,1.7,gut,545331.453,5760968.565
4024002-0,2.3,befriedigend,545852.276,5751735.705
4024501-0,2.4,befriedigend,547497.519,5750245.327
4024502-0,2.5,ausreichend,545971.248,5751463.923
4024503-0,2.7,ausreichend,545785.879,5751967.126
4024509-0,1.8,gut,556478.849,5754905.301
4024510-0,2.9,ausreichend,556699.435,5755624.973
4024511-1,2.7,ausreichend,555519.871,5758121.497
4024511-2,2.3,befriedigend,555519.871,5758121.497
4024511-3,2.8,ausreichend,555519.871,5758121.497
4024511-4,2.5,ausreichend,555519.871,5758121.497
4024512-0,3.0,nicht ausreichend,555688.315,5758535.427
4024513-0,2.3,befriedigend,555816.118,5758758.204
4024515-0,2.3,befriedigend,555262.362,5759547.901
4024516-0,2.7,ausreichend,555372.172,5759423.072
4024517-0,2.5,ausreichend,555810.689,5759106.43
4024523-0,2.4,befriedigend,555154.037,5759937.604
4026001-0,1.8,gut,578973.065,5752591.959
4026505-1,1.8,gut,578250.494,5752750.012
4026505-2,1.8,gut,578250.494,5752750.012
4026506-0,2.9,ausreichend,579013.679,5752431.448
4026507-0,2.6,ausreichend,578973.065,5752591.959
4026511-1,2.8,ausreichend,578373.97,5753050.574
4026511-2,2.4,befriedigend,578373.97,5753050.574
4026513-1,2.5,ausreichend,578662.517,5753876.59
4026513-2,2.5,ausreichend,578662.517,5753876.59
4026514-0,3.3,nicht ausreichend,578739.047,5754740.535
4026517-0,2.5,ausreichend,577750.761,5755511.028
4026519-1,3.0,nicht ausreichend,578656.787,5755412.723
4026519-2,2.8,ausreichend,578656.787,5755412.723
4026520-0,2.1,befriedigend,578941.272,5755712.506
4026522-0,2.8,ausreichend,578340.371,5757047.035
4026523-1,2.9,ausreichend,578393.125,5757475.196
4026523-2,2.8,ausreichend,578393.125,5757475.196
4026531-1,2.9,ausreichend,578987.227,5758922.001
4026531-2,2.6,ausreichend,578987.227,5758922.001
4026532-0,2.9,ausreichend,579194.506,5759575.974
4026536-1,2.1,befriedigend,579342.418,5760930.124
4026536-2,2.0,befriedigend,579342.418,5760930.124
4026541-0,1.2,sehr gut,579316.831,5760471.977
4026542-0,1.7,gut,578892.515,5758688.515
4026543-0,1.9,gut,578411.253,5756321.671
4026545-0,1.8,gut,578142.712,5752416.129
4027003-0,1.0,sehr gut,586071.977,5759798.443
4027004-0,1.7,gut,586080.709,5759819.707
4027005-0,1.6,gut,586147.167,5759984.723
4027500-0,2.7,ausreichend,581549.587,5750531.561
4027501-0,2.0,befriedigend,582037.426,5751163.669
4027508-0,2.0,befriedigend,584337.013,5755436.034
4027509-0,2.3,befriedigend,583014.48,5756237.723
4027510-0,2.1,befriedigend,584143.419,5756826.269
4027512-0,3.4,nicht ausreichend,584740.678,5756921.4
4027513-0,2.6,ausreichend,586192.524,5756784.794
4027515-0,2.5,ausreichend,586068.56,5759790.123
4027519-0,2.2,befriedigend,583904.148,5756726.911
4027520-0,2.2,befriedigend,589795.705,5755961.106
4027521-A,2.0,befriedigend,589980.549,5755817.564
4027522-0,2.0,befriedigend,590140.176,5755608.734
4027523-0,2.0,befriedigend,590350.262,5754742.81
4027524-0,2.0,befriedigend,590562.807,5754231.563
4027525-0,2.9,ausreichend,590758.595,5753995.528
4027526-0,2.7,ausreichend,591026.188,5753846.633
4028001-0,2.8,ausreichend,598385.883,5753158.031
4028002-0,2.2,befriedigend,600488.568,5753161.96
4028500-0,2.7,ausreichend,597791.024,5751108.586
4028502-0,2.5,ausreichend,599086.006,5751979.785
4028503-0,2.5,ausreichend,599857.978,5752704.175
4028504-0,3.8,ungenŸgend,600360.464,5752412.145
4028505-1,2.8,ausreichend,601435.17,5751980.177
4028505-2,2.8,ausreichend,601428.03,5751985.715
4028508-0,2.7,ausreichend,596644.989,5753124.49
4028509-0,2.5,ausreichend,596661.24,5753134.345
4028510-0,2.5,ausreichend,597303.356,5753109.145
4028511-0,3.0,nicht ausreichend,597718.849,5753144.665
4028512-0,2.8,ausreichend,598076.325,5753169.565
4028513-1,2.5,ausreichend,598791.633,5753166.589
4028513-2,2.5,ausreichend,598778.679,5753168.192
4028514-0,2.3,befriedigend,599453.997,5752908.658
4028515-0,1.6,gut,599734.075,5752870.619
4028522-0,2.8,ausreichend,596413.399,5755120.595
4028524-1,2.8,ausreichend,595431.041,5756600.745
4028524-2,2.8,ausreichend,595431.041,5756600.745
4028525-0,2.8,ausreichend,595513.923,5756353.47
4028531-0,3.5,ungenŸgend,594613.644,5760504.158
4028536-1,1.4,sehr gut,601141.569,5753891.121
4028536-2,2.3,befriedigend,601140.257,5753889.617
4028537-0,2.3,befriedigend,602149.709,5754514.032
4028538-0,2.5,ausreichend,601980.79,5754483.079
4028539-1,2.9,ausreichend,602767.987,5754331.71
4028539-2,2.0,befriedigend,602767.987,5754331.71
4028540-0,2.2,befriedigend,601708.686,5757323.73
4028542-0,1.5,gut,591828.074,5754012.222
4028543-0,2.2,befriedigend,592354.156,5753962.456
4028544-0,1.7,gut,592600.845,5753830.279
4028545-0,2.2,befriedigend,593018.593,5753387.661
4028546-0,2.0,befriedigend,593600.741,5753109.065
4028547-0,2.0,befriedigend,594457.975,5752911.389
4028548-1,2.3,befriedigend,594827.383,5753013.59
4028549-0,2.9,ausreichend,594865.465,5753033.478
4028550-0,2.9,ausreichend,595058.718,5753144.378
4028551-0,2.7,ausreichend,595474.57,5753331.934
4028552-0,2.1,befriedigend,599654.082,5752913.501
4028553-0,2.7,ausreichend,599611.987,5752872.916
4029502-0,2.0,befriedigend,606908.668,5751445.926
4029506-0,2.8,ausreichend,607595.495,5754523.777
4029507-0,2.3,befriedigend,607593.883,5754506.417
4029509-0,2.2,befriedigend,608903.21,5755630.396
4029511-1,2.5,ausreichend,608872.111,5756618.545
4029511-2,2.4,befriedigend,608871.503,5756622.515
4029512-0,2.4,befriedigend,608953.882,5756101.046
4029515-0,3.0,nicht ausreichend,605982.33,5757176.18
4029516-0,1.7,gut,607414.127,5757029.626
4029517-1,3.3,nicht ausreichend,608427.665,5757746.194
4029517-2,3.4,nicht ausreichend,608427.665,5757746.194
4029518-0,2.2,befriedigend,608441.151,5757824.279
4029524-0,2.7,ausreichend,603066.412,5760121.223
4029526-1,2.6,ausreichend,606918.441,5752774.741
4029526-2,3.2,nicht ausreichend,606911.601,5752771.565
4029527-1,2.4,befriedigend,606886.547,5751988.318
4029527-2,2.8,ausreichend,606886.547,5751988.318
4029529-0,2.9,ausreichend,606633.123,5752042.5
4029531-0,2.3,befriedigend,606865.128,5760642.647
4029532-0,2.3,befriedigend,607169.508,5759466.636
4029533-1,2.5,ausreichend,603821.137,5753713.083
4029533-2,2.5,ausreichend,603821.137,5753713.083
4029534-1,2.5,ausreichend,604416.679,5753188.425
4029534-2,2.5,ausreichend,604421.693,5753183.503
4029535-0,2.5,ausreichend,605279.846,5752497.012
4029536-1,2.2,befriedigend,603464.451,5753929.768
4029536-2,2.3,befriedigend,603464.451,5753929.768
4029537-1,2.3,befriedigend,604779.447,5752853.537
4029537-2,2.3,befriedigend,604782.5,5752850.931
4029538-1,2.3,befriedigend,606307.496,5752091.124
4029538-2,2.2,befriedigend,606307.496,5752091.124
4029539-0,2.1,befriedigend,603186.095,5754085.862
4029540-0,2.0,befriedigend,608475.969,5755033.249
4029541-1,1.8,gut,608870.62,5755251.273
4029541-2,1.8,gut,608865.775,5755240.029
4029542-0,2.4,befriedigend,609253.702,5755398.281
4029543-1,1.9,gut,609743.749,5755463.581
4029543-2,2.0,befriedigend,609749.791,5755463.834
4029544-1,2.3,befriedigend,610448.154,5755436.753
4029544-2,2.4,befriedigend,610448.154,5755436.753
4029546-0,1.0,sehr gut,610854.298,5755387.195
4029605-A1,2.0,befriedigend,611309.008,5755340.367
4029605-A2,2.0,befriedigend,611309.008,5755340.367
4029606-0,2.0,befriedigend,611751.049,5755269.274
4029607-0,2.4,befriedigend,612582.69,5754995.796
4029608-0,2.0,befriedigend,613237.562,5754560.082
4029609-A1,1.2,sehr gut,613562.906,5754227.575
4029609-A2,1.2,sehr gut,613562.906,5754227.575
4030505-0,3.0,nicht ausreichend,623797.835,5754095.539
4030513-0,1.7,gut,624252.76,5762138.39
4030519-0,2.3,befriedigend,625142.808,5760011.121
4030520-0,1.9,gut,625196.767,5760447.46
4030612-A1,2.3,befriedigend,615181.114,5752168.77
4030612-A2,2.3,befriedigend,615181.114,5752168.77
4030613-0,2.4,befriedigend,615587.937,5751810.563
4031506-0,2.0,befriedigend,634769.643,5754452.205
4031508-0,2.7,ausreichend,630365.079,5756561.474
4031512-0,2.1,befriedigend,627081.79,5759341.159
4031518-0,1.8,gut,625879.605,5759296.544
4032509-0,2.8,ausreichend,639772.465,5751698.536
4032521-0,1.5,gut,644991.665,5754578.692
4032808-0,1.4,sehr gut,645479.276,5753342.254
4032809-0,2.7,ausreichend,645485.642,5753345.085
4032810-0,2.7,ausreichend,646938.728,5753991.713
4033511-0,2.0,befriedigend,650921.409,5757232.424
4033512-0,2.0,befriedigend,651445.195,5757344.336
4033513-0,2.0,befriedigend,651573.963,5757352.442
4033514-0,1.9,gut,651731.153,5757359.872
4033515-0,2.3,befriedigend,651819.819,5757364.329
4034535-0,1.9,gut,666584.881,5755170.715
4034539-0,1.3,sehr gut,665571.357,5762823.292
4034826-A1,3.4,nicht ausreichend,665753.429,5757394.366
4034826-A2,3.4,nicht ausreichend,665753.429,5757394.366
4034827-A1,3.4,nicht ausreichend,666059.872,5757612.8
4034827-A2,3.4,nicht ausreichend,666059.872,5757612.8
4034828-A1,3.4,nicht ausreichend,666741.851,5758098.917
4034828-A2,3.4,nicht ausreichend,666741.851,5758098.917
4034832-A1,2.0,befriedigend,665457.148,5757226.619
4034832-A2,2.2,befriedigend,665457.148,5757226.619
4035693-0,2.3,befriedigend,682919.872,5763719.51
4036530-0,2.3,befriedigend,687550.744,5763594.983
4036531-0,2.3,befriedigend,687276.725,5763603.08
4036532-0,2.2,befriedigend,686710.79,5763407.593
4036533-0,2.3,befriedigend,685902.418,5763033.61
4036534-0,2.0,befriedigend,683640.519,5764149.732
4036694-A1,2.5,ausreichend,683170.248,5762757.708
4036694-A2,1.2,sehr gut,683170.248,5762757.708
4036700-0,2.5,ausreichend,683331.705,5762092.056
4036701-A1,2.3,befriedigend,683623.39,5760965.48
4036701-A2,2.3,befriedigend,683623.39,5760965.48
4036702-A1,2.4,befriedigend,683711.238,5760700.716
4036702-A2,2.2,befriedigend,683711.238,5760700.716
4036703-A1,2.3,befriedigend,684126.526,5759805.516
4036703-A2,2.5,ausreichend,684126.526,5759805.516
4036704-0,2.3,befriedigend,684677.051,5758808.488
4036705-0,2.4,befriedigend,685165.512,5757842.559
4036706-0,2.5,ausreichend,685640.75,5755663.984
4036707-0,2.2,befriedigend,685496.703,5754176.96
4036708-A1,1.9,gut,684577.909,5758987.904
4036708-A2,2.0,befriedigend,684577.909,5758987.904
4036722-A1,1.2,sehr gut,683882.367,5760283.646
4036722-A2,2.0,befriedigend,683882.367,5760283.646
4038516-0,2.3,befriedigend,712488.278,5761787.788
4038776-0,3.5,ungenŸgend,712730.764,5761818.42
4038777-0,2.7,ausreichend,712612.583,5761859.846
4038778-0,2.8,ausreichend,711179.379,5761911.657
4038779-0,2.5,ausreichend,711082.777,5761997.465
4038780-0,2.3,befriedigend,710881.968,5762311.519
4038781-0,2.8,ausreichend,708311.415,5765188.787
4040502-A1,2.7,ausreichend,739092.788,5763353.618
4040502-A2,2.7,ausreichend,739092.788,5763353.618
4040503-0,2.8,ausreichend,737956.104,5762403.031
4040504-A1,2.4,befriedigend,737514.579,5761676.018
4040504-A2,2.3,befriedigend,737514.579,5761676.018
4040505-0,2.5,ausreichend,736150.856,5757034.44
4040506-0,2.5,ausreichend,735125.345,5756115.07
4040510-A1,2.4,befriedigend,737167.224,5760127.269
4040510-A2,2.7,ausreichend,737167.224,5760127.269
4040525-A1,2.4,befriedigend,735358.72,5756327.511
4040525-A2,2.7,ausreichend,735358.72,5756327.511
4041500-0,1.8,gut,743816.971,5766738.42
4041651-A1,2.8,ausreichend,741586.159,5764689.327
4041651-A2,2.8,ausreichend,741586.159,5764689.327
4041670-A1,2.7,ausreichend,742595.395,5765346.742
4041670-A2,2.2,befriedigend,742595.395,5765346.742
4042500-0,2.3,befriedigend,758952.557,5767483.669
4042616-0,2.9,ausreichend,758337.192,5765564.262
4042617-0,2.3,befriedigend,755681.029,5760975.85
4044501-0,3.0,nicht ausreichend,781048.261,5767900.027
4044502-0,2.0,befriedigend,780879.252,5767847.399
4047503-0,2.1,befriedigend,814054.247,5768829.985
4047510-0,2.2,befriedigend,816965.957,5767436.297
4047513-0,2.1,befriedigend,817166.968,5768322.417
4047514-0,1.8,gut,817227.894,5767085.974
4047516-0,1.8,gut,817808.544,5766696.936
4048501-0,2.2,befriedigend,827479.699,5766659.295
4048508-0,1.8,gut,826606.009,5768358.653
4048511-1,1.0,sehr gut,827360.45,5767397.131
4048511-2,1.1,sehr gut,827360.45,5767397.131
4048512-1,1.1,sehr gut,827427.253,5766210.69
4048512-2,1.1,sehr gut,827427.253,5766210.69
4048513-1,1.1,sehr gut,827377.056,5765789.112
4048513-2,1.1,sehr gut,827377.056,5765789.112
4048514-1,1.1,sehr gut,830062.494,5761723.845
4048514-2,1.2,sehr gut,830062.494,5761723.845
4048515-1,2.0,befriedigend,830458.424,5761361.111
4048515-2,1.3,sehr gut,830458.424,5761361.111
4048516-0,1.9,gut,825438.248,5769368.389
4048517-0,1.2,sehr gut,827368.819,5767372.451
4048518-0,1.4,sehr gut,827317.166,5765077.873
4048519-0,1.5,gut,828030.682,5763629.417
4048520-1,1.9,gut,831106.589,5760750.986
4048520-2,1.7,gut,831106.589,5760750.986
4048529-0,1.8,gut,821492.717,5760711.911
4049500-0,3.0,nicht ausreichend,837383.127,5765916.04
4049501-0,3.0,nicht ausreichend,837112.128,5765873.758
4049502-0,3.5,ungenŸgend,836817.192,5765792.108
4049503-0,2.7,ausreichend,836442.134,5765643.013
4049504-0,2.3,befriedigend,836116.745,5765546.978
4049505-0,3.0,nicht ausreichend,836000.991,5766168.07
4050500-0,2.8,ausreichend,851141.515,5772901.642
4052503-0,2.3,befriedigend,866568.576,5773384.977
4053505-0,2.5,ausreichend,889264.568,5767418.512
4053506-0,1.8,gut,889000.105,5767806.739
4053507-0,2.2,befriedigend,888448.473,5768791.553
4053508-0,2.2,befriedigend,887821.362,5769587.652
4053509-0,2.2,befriedigend,887843.895,5770172.108
4053510-0,2.4,befriedigend,887862.917,5770856.838
4053511-0,2.2,befriedigend,887862.397,5771015.088
4053512-0,2.7,ausreichend,887862.612,5771368.432
4053513-0,2.7,ausreichend,887934.842,5771875.58
4053514-0,2.3,befriedigend,887933.629,5772178.564
4053515-0,2.3,befriedigend,887752.717,5773026.238
4053516-0,1.9,gut,888124.614,5774051.06
4053517-0,1.8,gut,888275.923,5774526.517
4053518-0,2.0,befriedigend,888593.759,5775881.875
4054506-0,2.4,befriedigend,890511.805,5765823.115
4054507-0,2.0,befriedigend,890453.828,5765923.8
4054508-0,2.3,befriedigend,889963.594,5766682.082
4101500-0,1.7,gut,291839.676,5743590.824
4101501-0,1.7,gut,291257.909,5743995.604
4102501-0,1.6,gut,294184.678,5743069.805
4102502-0,1.1,sehr gut,294866.874,5742988.637
4102503-0,2.1,befriedigend,294882.707,5743032.194
4102504-0,2.1,befriedigend,294715.702,5743044.978
4102505-0,1.0,sehr gut,294723.095,5743018.414
4103502-0,2.2,befriedigend,305280.711,5753051.027
4103503-1,1.9,gut,305908.15,5751982.736
4103503-2,2.2,befriedigend,305908.15,5751982.736
4103504-0,2.3,befriedigend,306631.855,5751067.24
4103505-1,2.0,befriedigend,307853.455,5750121.804
4103505-2,2.2,befriedigend,307853.455,5750121.804
4103506-0,2.8,ausreichend,308950.321,5749642.877
4103507-1,1.2,sehr gut,309591.305,5749480.047
4103507-2,1.2,sehr gut,309591.305,5749480.047
4103508-0,2.0,befriedigend,310195.413,5749399.181
4103509-0,2.1,befriedigend,312075.719,5749054.698
4103510-0,2.1,befriedigend,313055.848,5748309.514
4103511-0,1.7,gut,313673.516,5747812.222
4103512-1,2.2,befriedigend,314352.502,5747428.615
4103512-2,1.4,sehr gut,314352.502,5747428.615
4103513-0,2.0,befriedigend,314923.484,5747261.071
4103533-0,1.2,sehr gut,305596.114,5749492.716
4103535-A,2.3,befriedigend,308830.12,5745051.635
4103535-B,3.0,nicht ausreichend,308882.49,5745642.596
4103536-0,2.7,ausreichend,308968.361,5746931.442
4103537-0,3.0,nicht ausreichend,309024.739,5747115.478
4103538-0,2.3,befriedigend,309136.731,5747280.528
4103540-0,2.1,befriedigend,311043.413,5749982.966
4104511-0,2.4,befriedigend,326923.814,5742930.344
4104514-0,2.0,befriedigend,316274.941,5747064.554
4104515-1,1.8,gut,316515.238,5746999.573
4104515-2,1.7,gut,316515.238,5746999.573
4104516-0,2.0,befriedigend,317615.45,5746402.257
4104517-0,1.8,gut,318280.448,5745959.281
4104518-0,2.2,befriedigend,319435.348,5745191.092
4104519-1,2.2,befriedigend,321154.138,5744552.523
4104519-2,2.3,befriedigend,321154.138,5744552.523
4104520-0,2.0,befriedigend,321451.906,5744491.228
4104521-0,2.3,befriedigend,322015.804,5744373.692
4104522-1,1.1,sehr gut,323648.149,5743765.631
4104522-2,1.2,sehr gut,323648.149,5743765.631
4104523-1,2.1,befriedigend,324347.791,5743366.188
4104523-2,2.0,befriedigend,324347.791,5743366.188
4104524-1,2.2,befriedigend,325323.458,5742813.582
